video_id,clip_similarity,label
4Iui1yDgusI,0.2677595317363739,1
n5Op1CIdg4Y,0.28732144832611084,1
YL4neojI7Ic,0.30633455514907837,1
mKdjycj-7eE,0.3456403315067291,1
TQHEJj68Jew,0.2677536606788635,1
dXmWjV1eAXQ,0.29842785000801086,1
zySUlGXbXvA,0.30495643615722656,1
P8gXGWH49ao,0.262993186712265,1
6iKJZqDSPGc,0.29152601957321167,1
LnVfvz_CJ1o,0.28318971395492554,1
XxMmWxwt14M,0.27665066719055176,1
OpOvMwkGL18,0.2559339702129364,1
4PaqJhHM9-s,0.3146893382072449,1
25N0R1KnXVs,0.2889759838581085,1
t9GPp1DM6fI,0.2798972725868225,1
CSvPE21Seu4,0.32326164841651917,1
HsLg6lCCaLg,0.25164690613746643,1
SKQTtsGOT7M,0.25154566764831543,1
BSzEGDBPMP4,0.3214465081691742,1
W2U04onq8nM,0.2928737998008728,1
bqh-xl0LizI,0.3376532793045044,1
ofk19swh308,0.3621788024902344,1
oldqHR9a0m8,0.3221961259841919,1
OA70XIR6_iA,0.3291705250740051,1
29CQXaRTgWI,0.32471710443496704,1
olVaEmdkZ8Y,0.3619793653488159,1
rOBW4YgXI_s,0.2826077938079834,1
8eS8sdVcBRc,0.27513375878334045,1
S6YpCE3UKIw,0.33443960547447205,1
Poy2yxHPWa4,0.3505452871322632,1
9z-RJ6kfSU0,0.30991628766059875,1
ES0QlfPUSto,0.2913903594017029,1
RBD7PFRNbI4,0.30256155133247375,1
1T7qhD-xXTc,0.29868581891059875,1
y8p4ouCwoD0,0.2527829110622406,1
0y0DmVgmqDk,0.2664565443992615,1
4U_iO57xJUE,0.2872559428215027,1
k7RK2eSFYxs,0.28128015995025635,1
xcukC48nKv8,0.28796035051345825,1
i3LjOamW9Ow,0.23374773561954498,1
sIPP_MzDTJ0,0.317680299282074,1
D0OV3sHxCG0,0.25556784868240356,1
jH39rXAhGJE,0.3172709047794342,1
akVu63nu00o,0.2932763993740082,1
tHDkvYdRXiI,0.2847466766834259,1
XPyIV8gqSJk,0.2574644088745117,1
LBzR-Wb5wR4,0.29735836386680603,1
yH7fyriQYvk,0.2623944878578186,1
kX7iSbnwYfE,0.2547847330570221,1
561BRxPJetA,0.26332175731658936,1
1I6HmFqzH00,0.2225164920091629,1
T7B4gDpqGxw,0.35263651609420776,1
1XDiceNg6lI,0.3244916796684265,1
n1bvzFEZ3fo,0.3498989939689636,1
MXxqSySSQ28,0.29361391067504883,1
IM-X5XCg1Yk,0.3418693542480469,1
xnY7rdNUNZA,0.32848304510116577,1
xgmiY13DC5E,0.3032304644584656,1
dbX-Bby7xW8,0.276215523481369,1
YLSnD7BWmhE,0.19868440926074982,1
TEKNcxnHuA8,0.2744929790496826,1
yznsqlv1VzA,0.2864992618560791,1
hXUQEryyeXc,0.23294231295585632,1
e_6y9D7bABc,0.3060429096221924,1
rN72YawVVCY,0.3354455530643463,1
C7T9l67T5AM,0.3160010278224945,1
P8okz_7vDg0,0.3561016321182251,1
HFa8Cc243zE,0.3019571602344513,1
NpdZjIAxuj0,0.31047528982162476,1
gAy4GA-fjMU,0.2881249189376831,1
2Zynpi4ca28,0.3100665807723999,1
6BlcZ3u03h4,0.29477232694625854,1
_TUgfQQSPtM,0.3354082703590393,1
EantKtuyVRM,0.3590812385082245,1
OgxyySvmYtQ,0.3159891366958618,1
KodcXebVNic,0.3762027621269226,1
zO5FutVc1dA,0.33872538805007935,1
h4aHgKxnrNM,0.3565240204334259,1
Ub6kFCsTvL8,0.32692092657089233,1
HV9z9w6CxvM,0.2997591197490692,1
l9g-S0gMQT0,0.282553106546402,1
5ZVj4rGCRV4,0.2556958794593811,1
jaVam_vwFVU,0.3430454134941101,1
rRdPGfX7DQM,0.3236536979675293,1
SctTrHZ0X0g,0.2833370268344879,1
XiJgmOglOsY,0.3267807364463806,1
X4BM8eRNNdY,0.3083670735359192,1
yC6duKkhPAY,0.3014284074306488,1
oio9PFU-KDI,0.2402186393737793,1
ayf-Zc0c9wU,0.3728325366973877,1
0mvCw-kAv98,0.33161816000938416,1
rRc1AmRvafE,0.3267292082309723,1
QWuXUVlmTO8,0.3801383972167969,1
STtLRNGMa10,0.33305028080940247,1
705gE03_EUk,0.32224082946777344,1
3rik2AbRYtc,0.32113564014434814,1
AZ71NT3l2ec,0.35950952768325806,1
jGA-o6dn9gk,0.34880876541137695,1
bSJTZmmCWQc,0.36660388112068176,1
i9zIN8YqBvc,0.32232919335365295,1
Xt5CgwkOT38,0.3179652690887451,1
ZIx2mck0jcU,0.3603824973106384,1
IBlJ_0dMypM,0.3335039019584656,1
JlaYy7uN-aI,0.34508225321769714,1
MvOoRbwC5io,0.3205784261226654,1
_3OKNtUtmuw,0.30375856161117554,1
vfC4M1IBGok,0.35313981771469116,1
GLErBKAQlU8,0.36966434121131897,1
wci_QGi6ZHI,0.3765855133533478,1
4Z-90dBlxM0,0.3825890123844147,1
gFPN7l8XTJQ,0.3274327218532562,1
I0-gTSPfEqc,0.3148973882198334,1
PES1R3KT7TY,0.2986668050289154,1
tRIfyjgntSA,0.3502914309501648,1
y1dL0KgKMPo,0.3495955169200897,1
sJNe8xkV7eA,0.37112337350845337,1
RSyf7l9WU0I,0.33367347717285156,1
ghCwGHDhD_o,0.33807194232940674,1
hy8tSHLRGt8,0.35407981276512146,1
40v4Qc-ELx4,0.32784560322761536,1
1c-0LNS11Lk,0.32903435826301575,1
v-Two4Z-u5s,0.3536127805709839,1
KA8WjgM5Gp4,0.3696674704551697,1
xovCsye3VJs,0.3303602933883667,1
dlotjOnJ1mo,0.339694082736969,1
NXe_oV5f5DQ,0.33703216910362244,1
TmCLkPRSKws,0.32859569787979126,1
cUX3wQym7mQ,0.3113107979297638,1
40HD4g2PSy0,0.3541386127471924,1
7NzPMgM3V8M,0.3905728757381439,1
Y4uTw3NUxYE,0.37615251541137695,1
Knpq7aGFlhI,0.30013149976730347,1
